WS_HH, Ti_HH, Shear, WS_Eq, RSS, Power_mean, Power_std
9.88488, 37.2258, 0.275023, 9.79715, 0.030216, 899.65, 434.714
11.8846, 24.5043, 0.184716, 11.8199, 0.0239071, 1304.52, 247.009
10.4084, 23.0424, 0.204092, 10.3543, 0.0178397, 1091.43, 322.836
18.0848, 22.0278, -0.0617403, 18.1084, 0.0305656, 1468.07, 104.624
5.7203, 35.1733, -0.167337, 5.81008, 0.0209274, 239.53, 167.066
8.46355, 18.5224, -0.11656, 8.49547, 0.00513364, 679.638, 272.911
15.1514, 26.6132, -0.099615, 15.3213, 0.0849516, 1444.07, 139.566
12.0841, 25.1223, 0.148586, 12.0175, 0.0260814, 1320.45, 238.626
4.79914, 11.0556, -0.180648, 4.8222, 0.000670874, 122.514, 31.0303
9.65789, 5.61984, 0.0396363, 9.64421, 0.00119962, 962.066, 96.2062
5.11443, 11.1219, 0.119659, 5.09005, 0.00010128, 143.363, 38.4595
10.4931, 22.0683, -0.00973321, 10.4661, 0.0177733, 1123.02, 309.444
4.59769, 36.113, -0.42505, 4.65938, 0.0102469, 123.612, 100.038
13.1835, 35.5205, -0.0732101, 13.2754, 0.0376461, 1304.87, 303.181
17.2433, 34.4342, 0.335182, 17.2275, 0.119853, 1391.01, 252.942
17.2294, 34.4562, 0.0268461, 17.2078, 0.0648073, 1391.04, 256.493
7.52143, 22.7969, -0.0627379, 7.53355, 0.00634425, 482.692, 235.507
19.0108, 18.6519, 0.0152722, 18.9942, 0.0245714, 1470.42, 92.0754
15.2047, 11.1686, 0.0613988, 15.233, 0.0136929, 1484.39, 44.7828
18.5199, 21.5948, 0.322433, 18.4888, 0.0384903, 1467.48, 104.127
19.2719, 19.148, -0.0460564, 19.2881, 0.0258715, 1469.52, 95.5252
12.1224, 33.6965, 0.206956, 12.0263, 0.0406455, 1226.33, 329.792
13.021, 31.1299, 0.403361, 12.9791, 0.0251353, 1338.5, 245.797
11.9754, 27.7586, -0.0410794, 11.9404, 0.032519, 1284.55, 272.72
4.16925, 13.8386, 0.325149, 4.14626, 0.00431193, 77.6279, 24.1513
3.57494, 35.8861, -0.351821, 3.65907, 0.0034363, 58.1616, 34.4748
18.023, 24.2379, -0.272686, 18.2411, 0.0382497, 1463.83, 114.982
15.531, 9.81368, 0.170095, 15.5378, 0.0109105, 1485.91, 40.0657
16.1993, 7.27291, -0.442764, 16.619, 0.00379398, 1489.24, 31.4926
6.35347, 5.93382, -0.0619717, 6.37108, 0.000921808, 278.168, 31.0518
22.0341, 8.98028, 0.405146, 22.0444, 0.00856609, 1482.38, 50.9819
5.39963, 25.4391, -0.349766, 5.54711, 0.00948738, 194.57, 99.3658
15.2708, 5.14606, 0.266293, 15.2637, 0.00295859, 1492.42, 20.9738
14.2083, 15.8252, -0.38517, 14.5441, 0.0055975, 1483.64, 52.8857
14.5193, 27.5469, 0.263171, 14.5479, 0.0206007, 1434.49, 155.358
4.79517, 29.0158, 0.00793095, 4.75829, 0.00681552, 127.969, 85.5981
7.11112, 39.0191, 0.0945585, 7.10573, 0.0187996, 435.413, 352.777
13.4651, 38.8166, 0.160026, 13.4923, 0.0554433, 1281.79, 331.684
13.5659, 35.9116, 0.0513492, 13.611, 0.0398778, 1322.38, 291.647
15.424, 30.7682, -0.123348, 15.6375, 0.125794, 1423.92, 175.153
8.41396, 27.2729, 0.357181, 8.41048, 0.0118271, 668.037, 375.305
12.0069, 9.69951, -0.0562116, 12.0156, 0.00459071, 1477.32, 49.8549
9.78929, 21.0219, 0.321484, 9.7544, 0.0129311, 970.161, 320.058
12.0986, 20.545, -0.137345, 12.1271, 0.0185076, 1383.12, 174.624
6.11413, 15.5612, -0.401093, 6.26619, 0.00609243, 263.202, 76.2237
12.5808, 15.4404, -0.2004, 12.6606, 0.0114123, 1466.82, 76.0668
12.4092, 9.96011, -0.00512807, 12.3991, 0.00504748, 1485.12, 39.9569
18.6304, 14.699, 0.279709, 18.5895, 0.0174595, 1476.27, 71.5977
4.56861, 19.6356, -0.50536, 4.69411, 0.00215299, 114.08, 50.6113
7.84733, 5.08064, -0.309332, 7.96473, 0.000416931, 540.813, 58.7445
6.16502, 15.8688, -0.313609, 6.27454, 0.00646962, 265.826, 79.1686
6.10855, 28.4107, 0.36881, 6.16392, 0.015911, 272.347, 156.809
11.5922, 25.4344, -0.227882, 11.6615, 0.0248005, 1278.62, 266.344
4.63603, 21.587, -0.323587, 4.68224, 0.012881, 114.261, 55.369
3.86937, 37.9636, -0.0342867, 3.89272, 0.00561365, 71.6235, 46.2795
18.566, 31.1143, 0.130813, 18.5092, 0.0626014, 1426.62, 192.971
15.1159, 13.5916, 0.269079, 15.1471, 0.0209142, 1481.41, 54.3888
8.06895, 19.6218, 0.388208, 8.07104, 0.00554701, 579.086, 247.196
17.3187, 36.892, 0.342075, 17.3164, 0.161884, 1370.7, 281.629
16.1426, 18.0729, 0.343126, 16.1237, 0.0234398, 1475.27, 79.2697
13.4442, 37.7866, -0.39126, 13.8184, 0.091625, 1318.76, 296.13
14.9789, 32.0101, -0.296704, 15.3523, 0.15254, 1412.26, 191.425
10.4835, 12.7309, -0.177267, 10.5404, 0.00632523, 1208.07, 214
12.2466, 26.2879, -0.434814, 12.5085, 0.0228762, 1356.05, 213.805
15.1378, 15.8052, -0.255526, 15.3783, 0.0281815, 1479.09, 62.3993
8.35184, 11.1725, 0.457084, 8.37184, 0.00190568, 627.13, 153.404
6.90666, 19.299, -0.299745, 7.00435, 0.00478531, 379.889, 154.465
3.08028, 17.7507, 0.2101, 3.07806, 0.00152631, 31.9455, 11.5643
17.0892, 25.7239, -0.0599339, 17.1093, 0.0371073, 1448.34, 139.848
9.57242, 24.705, 0.247665, 9.52157, 0.0174237, 907.695, 352.109
17.2295, 9.96018, 0.00376392, 17.2232, 0.00705766, 1484.48, 45.6584
10.6844, 8.88805, -0.351348, 10.8676, 0.00324816, 1316.34, 150.267
7.54034, 30.6356, -0.0538942, 7.55076, 0.0110426, 503.614, 324.936
18.3728, 15.2073, -0.484615, 18.9247, 0.0186669, 1476.43, 72.2465
14.6881, 15.9828, 0.438255, 14.7869, 0.0304251, 1477.35, 65.4038
18.6224, 34.9582, 0.404184, 18.6437, 0.185328, 1403.94, 238.888
4.38334, 22.0929, 0.072352, 4.34826, 0.012401, 92.7055, 46.5453
18.7405, 31.5328, 0.134789, 18.6824, 0.0653834, 1425.37, 196.28
19.1849, 19.663, 0.077985, 19.1441, 0.0277107, 1468.89, 97.7698
5.53682, 7.4091, 0.475841, 5.56934, 0.000666387, 184.126, 29.1285
9.58906, 27.9733, 0.429138, 9.56974, 0.0157246, 901.654, 374.755
7.09237, 12.7542, -0.15359, 7.13159, 0.00208752, 395.657, 108.208
6.41012, 20.7799, -0.112286, 6.44946, 0.0122649, 294.453, 117.745
5.89515, 22.3808, -0.402596, 6.0744, 0.00764831, 250.635, 113.835
16.5232, 5.47314, 0.0728521, 16.4957, 0.0021571, 1491.51, 24.3171
20.4692, 14.3994, -0.0522861, 20.4932, 0.0166857, 1474.66, 76.3649
15.4832, 7.40407, -0.00389248, 15.5169, 0.00611724, 1489.24, 30.1743
17.1998, 13.8155, 0.331533, 17.1764, 0.0146559, 1479.06, 62.9388
9.60003, 32.9125, -0.248456, 9.64445, 0.0309126, 894.995, 406.942
6.79201, 8.67245, -0.241682, 6.86269, 0.000977949, 348.742, 64.3009
19.0375, 14.1719, 0.0741394, 19.0013, 0.0152724, 1476.61, 70.5653
4.96285, 17.9637, 0.0268318, 4.95751, 0.00787392, 137.365, 58.6097
4.58287, 31.5725, 0.0409893, 4.53823, 0.0272739, 110.237, 78.7465
15.0473, 35.6856, 0.319505, 15.2247, 0.200819, 1373.06, 247.793
20.5159, 17.5705, -0.0480785, 20.5352, 0.0238466, 1469.95, 92.6122
19.5775, 9.44937, -0.38887, 19.99, 0.00761386, 1483.59, 48.3463
9.07016, 25.2648, 0.459739, 9.09448, 0.0122239, 809.681, 396.279
18.7658, 17.3236, -0.205787, 18.9165, 0.0214215, 1472.65, 84.3754
8.61384, 8.56422, 0.339881, 8.60684, 0.00114733, 682.866, 128.473
16.5074, 39.1045, -0.378398, 17.1074, 0.382825, 1396.87, 227.662
15.8446, 16.2051, 0.321907, 15.901, 0.0323566, 1477.61, 66.9973
7.26994, 22.393, -0.0965696, 7.29087, 0.00595365, 436.853, 208.489
10.0543, 10.5784, 0.169986, 10.0204, 0.00420214, 1076.16, 202.551
15.5203, 11.6924, -0.350346, 15.8526, 0.0158879, 1483.74, 46.56
14.2338, 37.8894, 0.0695614, 14.2745, 0.0515976, 1337.77, 285.507
3.74155, 7.23608, 0.307071, 3.73519, 0.000116772, 56.0441, 8.3005
13.0803, 20.11, 0.292882, 13.1015, 0.00870274, 1440.41, 131.05
11.3351, 25.7445, 0.199365, 11.2702, 0.0242437, 1224.53, 300.364
12.269, 17.4592, -0.233071, 12.3658, 0.013662, 1434.42, 116.162
20.2551, 12.8521, 0.485322, 20.3175, 0.0173032, 1477.34, 67.0238
14.5897, 34.9704, -0.109555, 14.7099, 0.040285, 1385.44, 231.733
4.56842, 26.623, 0.395559, 4.54189, 0.00427488, 108.631, 66.9324
7.32828, 22.0059, 0.249381, 7.31162, 0.00578997, 438.077, 207.504
4.17164, 37.8972, 0.244238, 4.18318, 0.00666639, 88.7122, 58.3132
15.2542, 12.2462, -0.00240619, 15.3079, 0.0165047, 1483.03, 48.9816
15.0397, 40.3945, 0.300953, 15.2647, 0.287917, 1328.45, 304.541
12.2557, 31.5149, 0.0505468, 12.179, 0.0424353, 1267.14, 297.952
15.3857, 39.5767, -0.327531, 15.8928, 0.34522, 1369.42, 260.718
4.21402, 16.706, 0.0731792, 4.18643, 0.00676978, 81.1034, 30.6447
15.1875, 37.8236, 0.0403572, 15.3796, 0.212945, 1363.52, 264.812
12.7684, 26.0343, 0.217076, 12.7898, 0.0153173, 1369.61, 222.442
3.56922, 34.3248, -0.303337, 3.63581, 0.00256237, 57.0087, 32.5333
13.61, 15.2598, -0.120798, 13.7011, 0.00476806, 1481.4, 55.7894
17.6052, 11.7973, -0.220086, 17.7627, 0.00996748, 1481.67, 54.8483
7.36722, 12.824, -0.168277, 7.41332, 0.00222061, 444.238, 122.404
7.3295, 39.7905, -0.0657918, 7.35169, 0.0195736, 479.334, 385.91
10.7168, 27.9931, 0.373637, 10.6778, 0.0203098, 1112.08, 351.875
18.635, 19.7903, 0.226801, 18.5828, 0.0296214, 1469.47, 95.9677
9.87969, 8.04813, -0.317508, 10.0247, 0.00244138, 1072.82, 154.103
5.13373, 23.5634, -0.497567, 5.26319, 0.000800196, 161.728, 96.2911
3.70856, 13.3953, -0.0381618, 3.71127, 0.000353891, 56.0793, 14.7018
5.78484, 5.42356, 0.225178, 5.78322, 0.000321887, 208.213, 24.3752
11.3815, 33.8707, -0.062642, 11.3312, 0.0454599, 1153.55, 370.409
12.6156, 7.02384, -0.445412, 12.9633, 0.000896662, 1492.64, 22.6277
5.13832, 28.3782, -0.272239, 5.16439, 0.00142968, 159.719, 118.97
13.8237, 13.8276, -0.263416, 14.02, 0.00394124, 1485.59, 46.2778
15.1297, 33.5196, -0.137865, 15.3723, 0.158076, 1399.41, 210.966
13.5232, 29.4291, 0.404822, 13.5947, 0.0245671, 1384.27, 220.51
6.78484, 31.6831, 0.0882745, 6.77506, 0.0357956, 356.03, 222.913
13.2013, 37.2186, -0.0712034, 13.2925, 0.0453674, 1287.47, 321.665
7.08452, 29.3518, 0.12742, 7.06819, 0.00946266, 410.44, 254.347
10.8036, 34.5617, 0.43502, 10.7698, 0.0175427, 1072.02, 399.197
3.65572, 28.3258, -0.353569, 3.72813, 0.00139933, 59.6767, 29.1857
12.7819, 36.7594, 0.0364624, 12.6764, 0.0620474, 1251.51, 326.357
11.213, 13.5385, -0.0591198, 11.2168, 0.00784508, 1346.69, 172.704
21.8631, 6.80355, 0.190594, 21.8068, 0.00451291, 1486.36, 39.2063
19.11, 36.8734, 0.0942264, 19.0632, 0.0905355, 1391.06, 266.392
10.8344, 21.6378, -0.336846, 10.987, 0.0161086, 1222.84, 278.333
20.7291, 7.75403, 0.448328, 20.7668, 0.00608651, 1485.41, 41.9308
14.4938, 33.2763, 0.239707, 14.5253, 0.0352163, 1390.81, 224.239
21.3382, 11.3131, -0.0430882, 21.3583, 0.0112051, 1478.8, 62.7924
17.5899, 37.4424, 0.279288, 17.5635, 0.136675, 1369.01, 287.516
21.8176, 6.46061, 0.383856, 21.8167, 0.00432486, 1487.11, 36.8473
12.0015, 6.61012, 0.24545, 11.9691, 0.00217699, 1489.29, 28.1663
6.41526, 10.9565, 0.110651, 6.41153, 0.00327467, 284.257, 59.5871
8.64061, 17.8009, -0.0912989, 8.66444, 0.00484768, 719.402, 278.729
12.157, 20.3941, 0.105701, 12.105, 0.0183758, 1381.47, 175.745
6.67513, 12.5746, -0.399331, 6.82225, 0.00214318, 342.07, 90.1321
10.6511, 33.5726, -0.249631, 10.6996, 0.0362095, 1071.57, 392.235
14.4978, 17.759, 0.324574, 14.5604, 0.0356371, 1473.02, 77.5648
18.0527, 14.3074, -0.0439776, 18.0692, 0.0144227, 1477.54, 67.946
11.8, 25.9513, 0.462517, 11.7969, 0.017481, 1283.07, 264.786
14.5874, 7.00647, 0.256109, 14.5877, 0.00522394, 1490.12, 27.5781
17.0524, 35.4972, 0.41472, 17.0854, 0.183195, 1379.85, 266.688
14.8625, 13.1842, -0.27866, 15.1101, 0.0190793, 1482.41, 51.199
10.2117, 9.04747, 0.246067, 10.1814, 0.00316516, 1124.37, 180.792
19.8635, 25.7674, -0.156209, 19.9652, 0.0448667, 1461.09, 130.827
11.0245, 28.8677, 0.274097, 10.9597, 0.025966, 1151.03, 347.841
19.4432, 10.0715, 0.319456, 19.4139, 0.00895076, 1482.4, 51.4364
3.63558, 21.3301, 0.232553, 3.62773, 0.000840381, 53.7147, 21.2093
20.3909, 19.4324, 0.2367, 20.3348, 0.0319595, 1467.3, 101.273
7.99652, 18.8297, -0.203493, 8.06086, 0.00514553, 580.08, 234.475
23.4199, 7.12864, 0.0919597, 23.3738, 0.00522014, 1484.97, 43.3213
6.90964, 35.1864, -0.285059, 7.00167, 0.0464602, 394.889, 272.719
15.0144, 40.3178, -0.097827, 15.1292, 0.0780625, 1350.24, 280.431
4.09296, 13.2636, -0.105583, 4.09101, 0.00423147, 74.8469, 22.2306
10.4391, 14.3924, 0.429434, 10.4399, 0.00699931, 1160.57, 239.344
23.6917, 5.29773, 0.109783, 23.6413, 0.00297303, 1488.57, 32.5942
20.7186, 14.309, 0.424853, 20.7386, 0.0209854, 1474.57, 75.9328
10.2065, 27.5948, 0.307496, 10.1545, 0.0210553, 1020.23, 364.84
9.5721, 21.0713, 0.349077, 9.5432, 0.0122927, 920.929, 320.442
17.6524, 38.8438, -0.25099, 17.8698, 0.127415, 1365.28, 299.269
13.6356, 20.7274, 0.108057, 13.6531, 0.00950957, 1456.04, 109.542
20.6405, 9.26591, 0.318877, 20.6095, 0.0081078, 1482.75, 50.0935
15.8603, 31.4689, 0.224295, 15.9819, 0.140458, 1423.06, 179.137
19.8894, 20.2393, -0.0702386, 19.9218, 0.029409, 1467.13, 103.371
9.27606, 28.7058, 0.0931111, 9.25641, 0.0130748, 837.926, 425.644
14.4317, 8.54289, 0.402855, 14.4789, 0.00792937, 1488.17, 33.362
6.42985, 28.6422, -0.212903, 6.49958, 0.0250814, 307.86, 169.667
13.4269, 36.0413, -0.251724, 13.6473, 0.0492571, 1326.53, 286.903
9.92904, 24.0331, -0.158798, 9.9538, 0.0189323, 1002.34, 340.291
8.43838, 31.524, -0.105895, 8.46619, 0.0138596, 685.259, 417.106
19.1545, 23.6791, 0.13141, 19.0993, 0.0393761, 1464.3, 117.465
5.36909, 6.53331, 0.115922, 5.37153, 0.00043178, 167.581, 23.476
16.1259, 39.4966, 0.214046, 16.324, 0.263745, 1370.09, 260.905
17.9037, 25.048, -0.231614, 18.0726, 0.039277, 1458.51, 122.125
18.6587, 24.9321, -0.424824, 19.1125, 0.0492906, 1464.24, 119.342
5.49613, 17.5605, -0.271668, 5.59992, 0.00368597, 194.231, 70.6415
17.3558, 7.68915, -0.224256, 17.5162, 0.0043653, 1487.82, 35.5512
9.82671, 36.7931, -0.0566961, 9.76521, 0.0459016, 897.262, 432.379
5.76243, 39.0822, 0.289592, 5.7975, 0.0315032, 243.986, 191.566
4.24696, 22.6652, -0.176298, 4.24777, 0.0128781, 86.2479, 44.1041
16.9367, 14.1636, 0.0779105, 16.9037, 0.0134782, 1478.98, 63.7997
16.6606, 27.6556, -0.0505572, 16.6749, 0.0407419, 1433.2, 172.816
3.89298, 25.0406, -0.0769168, 3.9043, 0.00116147, 68.2757, 30.9406
5.38774, 23.3084, -0.0538757, 5.44058, 0.00681951, 183.865, 87.9318
15.5108, 34.9051, 0.182551, 15.6561, 0.177003, 1390.96, 225.16
13.9383, 39.2595, 0.272298, 13.9754, 0.065782, 1304.83, 315.955
13.061, 18.2309, -0.422501, 13.4196, 0.00715779, 1466.51, 86.5114
12.4833, 11.9421, 0.249249, 12.4432, 0.00693107, 1477.76, 55.0033
11.959, 38.3034, -0.43472, 12.1584, 0.0302879, 1191.92, 364.712
17.9268, 31.7453, -0.375855, 18.2933, 0.0832325, 1424.74, 197.526
22.3118, 5.63711, -0.205641, 22.495, 0.00311341, 1488.56, 32.9232
7.30688, 38.6366, -0.372515, 7.46406, 0.0226907, 493.174, 380.459
15.992, 29.2772, 0.14208, 16.0968, 0.114082, 1439.39, 154.724
22.0367, 7.30888, 0.315268, 22.0034, 0.00544211, 1485.39, 42.0698
14.8763, 31.2627, -0.267433, 15.2105, 0.13759, 1413.69, 187.959
15.2088, 31.5355, 0.417787, 15.3941, 0.15992, 1408.79, 195.003
12.7989, 8.47459, -0.43641, 13.1443, 0.00133976, 1491.2, 27.2935
17.5694, 33.7989, 0.168291, 17.5161, 0.074466, 1399.66, 243.48
11.4219, 38.4564, 0.00980094, 11.3198, 0.0609745, 1106.38, 410.59
9.56136, 11.3104, 0.344712, 9.54406, 0.00425866, 924.855, 185.822
20.3859, 15.7711, -0.26916, 20.6293, 0.0201723, 1472.99, 82.5563
10.6775, 35.3389, 0.279129, 10.5932, 0.0314906, 1040.68, 410.943
15.6986, 26.9657, -0.204244, 15.9546, 0.0938347, 1451.52, 131.678
19.1761, 33.8151, -0.0540746, 19.1913, 0.0699768, 1413.73, 222.689
13.0243, 23.2218, -0.200552, 13.1789, 0.0113709, 1422.71, 159.149
19.5444, 15.3644, 0.185445, 19.4897, 0.0189791, 1474.15, 78.179
5.8807, 10.0792, -0.310164, 5.99081, 0.00112863, 232.145, 49.4663
6.35015, 27.4835, -0.394227, 6.50666, 0.0218596, 304.12, 158.236
14.2529, 29.9547, 0.37855, 14.3167, 0.0270294, 1409.02, 194.689
14.8266, 16.0922, 0.467325, 14.9419, 0.0317241, 1477.32, 65.632
3.86643, 18.0003, 0.46809, 3.8772, 0.000603539, 64.0208, 21.9251
11.1802, 17.4823, -0.373998, 11.3789, 0.0114546, 1324.68, 203.554
16.1032, 31.3783, -0.438724, 16.6889, 0.17967, 1439.48, 156.531
14.5747, 6.23733, 0.326347, 14.5859, 0.00416942, 1491.14, 24.5968
11.1437, 35.8047, -0.235231, 11.1735, 0.043792, 1117.03, 393.916
16.4137, 38.8198, -0.391577, 17.027, 0.378891, 1397.95, 225.317
4.20687, 5.7602, 0.17933, 4.18948, 0.000812662, 79.2849, 10.1272
16.1923, 9.58523, 0.293723, 16.1614, 0.00658883, 1485.79, 41.6413
16.6046, 7.84494, -0.429629, 17.0145, 0.00449934, 1488.17, 34.7555
6.13768, 34.4939, -0.382205, 6.3256, 0.0271761, 303.364, 205.403
8.2515, 14.698, -0.387331, 8.425, 0.0037756, 647.54, 202.83
17.6261, 24.7978, -0.168013, 17.7293, 0.0367767, 1457.75, 121.934
17.5858, 9.73909, -0.350843, 17.9015, 0.00711945, 1484.72, 45.251
3.72562, 38.1038, 0.404891, 3.75335, 0.0064067, 63.2488, 40.8572
5.74084, 23.6028, 0.144345, 5.77376, 0.00776121, 219.705, 106.878
9.87005, 33.1451, 0.0480443, 9.80016, 0.0358586, 924.592, 409.398
12.5513, 15.8278, 0.249074, 12.5051, 0.0115861, 1455.31, 90.9395
16.0697, 13.1005, 0.133503, 16.0289, 0.0112107, 1481.26, 56.6162
20.6055, 14.3232, 0.0984491, 20.5593, 0.0170772, 1474.54, 76.4376
5.49842, 25.3972, 0.314868, 5.5406, 0.01, 195.026, 101.2
18.3621, 37.0698, 0.00770553, 18.3503, 0.0823441, 1383.84, 276.456
9.72263, 20.8375, -0.0789023, 9.72059, 0.0143727, 968.583, 318.974
10.2941, 31.224, -0.38637, 10.4529, 0.0256381, 1046.33, 380.092
11.997, 16.9257, -0.191261, 12.0642, 0.0127053, 1415.58, 133.71
5.4662, 28.366, -0.231823, 5.48039, 0.00158696, 191.078, 142.42
6.4127, 5.15914, -0.213915, 6.47472, 0.000695935, 290.929, 28.0983
15.5968, 36.9181, -0.405786, 16.1803, 0.301982, 1397.66, 220.849
14.2853, 20.9442, -0.30661, 14.546, 0.0102502, 1471.88, 81.907
15.8297, 28.191, -0.270972, 16.1612, 0.109651, 1448.22, 138.841
15.0791, 40.2613, -0.00108617, 15.3145, 0.258894, 1338.08, 296.216
18.5065, 21.0442, -0.453996, 19.0071, 0.0349926, 1468.81, 99.7907
9.98563, 34.5519, -0.145583, 9.96969, 0.0390524, 945.524, 416.717
4.77818, 23.8543, -0.14005, 4.77494, 0.0038037, 125.263, 68.9145
19.6351, 25.1199, 0.286944, 19.588, 0.053814, 1461.88, 126.973
16.9752, 32.7539, 0.314988, 16.9488, 0.0930188, 1400.84, 236.4
11.4683, 8.5757, 0.232753, 11.434, 0.00335816, 1433.02, 89.9804
10.9472, 35.6171, -0.121554, 10.9136, 0.0473506, 1086.11, 402.8
22.3695, 6.83349, 0.185702, 22.3119, 0.00465966, 1486.08, 40.0483
19.4016, 21.9964, -0.117902, 19.4691, 0.0330329, 1465.81, 109.717
6.49608, 18.0925, -0.174245, 6.55473, 0.00921827, 306.693, 106.757
12.5485, 31.5984, -0.33597, 12.6934, 0.0348571, 1315.18, 263.641
22.193, 8.39984, -0.0386519, 22.2124, 0.00666112, 1483.29, 48.6856
3.86392, 33.0756, 0.195965, 3.86549, 0.00289741, 68.7408, 39.1612
7.91555, 30.8434, 0.0643622, 7.90302, 0.0120426, 574.636, 369.949
12.4296, 19.3288, -0.0117582, 12.4058, 0.0174067, 1419.07, 137.564
9.08057, 38.3743, -0.0157557, 9.08708, 0.0250118, 768.52, 479.347
8.66979, 21.8593, 0.203759, 8.64773, 0.00700818, 720.534, 337.884
11.9389, 12.4743, 0.352451, 11.9184, 0.00681868, 1442.85, 94.5316
15.8694, 19.609, -0.272756, 16.1558, 0.0470763, 1472.51, 81.2067
7.92887, 25.2819, -0.0559221, 7.93962, 0.00820115, 570.744, 308.745
19.3243, 7.87471, 0.345296, 19.3055, 0.00553065, 1486.09, 40.1198
17.9918, 10.4998, 0.354909, 17.977, 0.00908857, 1483.01, 49.8071
7.54136, 28.3786, 0.0505258, 7.53089, 0.00947799, 494.412, 298.007
6.56893, 5.36105, 0.27384, 6.56102, 0.000795592, 302.129, 30.7872
15.8454, 11.8656, 0.226513, 15.863, 0.0165316, 1482.94, 48.9575
14.7259, 14.9579, 0.410717, 14.807, 0.0261008, 1479.37, 60.007
7.24776, 32.8586, 0.193475, 7.23179, 0.0127925, 446.238, 307.998
17.2646, 35.4597, 0.147584, 17.2166, 0.0790466, 1381.94, 267.565
14.5018, 16.7358, 0.200089, 14.5398, 0.030215, 1475.68, 70.5582
11.762, 26.9666, 0.363164, 11.7194, 0.0222126, 1264.2, 280.9
4.8616, 14.7177, -0.485987, 4.99257, 0.00132913, 134.848, 44.5684
12.5189, 18.6779, 0.0396064, 12.4815, 0.016456, 1430.25, 124.799
14.883, 36.4085, -0.0817776, 14.9885, 0.0473674, 1381.62, 239.544
18.7947, 28.6132, -0.0484563, 18.8059, 0.0495264, 1444.06, 156.104
14.2493, 39.0261, -0.34056, 14.5818, 0.103183, 1344.88, 279.022
9.36233, 22.7261, 0.0825293, 9.31925, 0.0158859, 872.025, 334.961
19.7142, 23.1099, 0.343503, 19.6881, 0.0493317, 1463.68, 116.345
13.5055, 24.4107, 0.00152474, 13.5551, 0.0133665, 1427.72, 156.819
8.04344, 8.45201, -0.429374, 8.2426, 0.00124497, 596.767, 107.064
6.13715, 20.6714, 0.477934, 6.16573, 0.0115901, 253.81, 100.035
18.1331, 36.5378, -0.0163499, 18.1329, 0.0781034, 1386.12, 271.111
3.29666, 29.6364, -0.245224, 3.3363, 0.00402199, 45.0007, 24.9947
14.8753, 32.2963, 0.0999676, 15.0028, 0.135105, 1395.81, 213.15
